Notes	State	State Code	Year	Year Code	Age Group	Age Group Code	Gender	Gender Code	Cause of death	Cause of death Code	Deaths	Population	Crude Rate
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	125	646453	19.3
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	57	646453	8.8
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	160	646453	24.8
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Malignant neoplasm of rectosigmoid junction	C19	12	646453	1.9 (Unreliable)
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Malignant neoplasm of rectum	C20	32	646453	5
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	44	646453	6.8
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	16	646453	2.5 (Unreliable)
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	45	646453	7
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	146	646453	22.6
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	33	646453	5.1
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	778	646453	120.3
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	36	646453	5.6
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Malignant neoplasm of prostate	C61	110	646453	17
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	79	646453	12.2
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	52	646453	8
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	71	646453	11
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	42	646453	6.5
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	31	646453	4.8
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	10	646453	1.5 (Unreliable)
	Illinois	17	2007	2007	55-64 years	55-64	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	34	646453	5.3
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	21	426809	4.9
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	29	426809	6.8
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	195	426809	45.7
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Malignant neoplasm of rectum	C20	17	426809	4.0 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Liver cell carcinoma - Malignant neoplasms	C22.0	14	426809	3.3 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	13	426809	3.0 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Liver, unspecified - Malignant neoplasms"	C22.9	27	426809	6.3
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Malignant neoplasm of gallbladder	C23	13	426809	3.0 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	188	426809	44
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	940	426809	220.2
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	16	426809	3.7 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	342	426809	80.1
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	26	426809	6.1
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Endometrium - Malignant neoplasms	C54.1	46	426809	10.8
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	50	426809	11.7
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Malignant neoplasm of ovary	C56	130	426809	30.5
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	54	426809	12.7
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Bladder, unspecified - Malignant neoplasms"	C67.9	25	426809	5.9
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	50	426809	11.7
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	"Non-Hodgkin lymphoma, unspecified type"	C85.9	52	426809	12.2
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	60	426809	14.1
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	10	426809	2.3 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	31	426809	7.3
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Tongue, unspecified - Malignant neoplasms"	C02.9	12	356928	3.4 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	120	356928	33.6
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	72	356928	20.2
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	211	356928	59.1
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Malignant neoplasm of rectosigmoid junction	C19	15	356928	4.2 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Malignant neoplasm of rectum	C20	35	356928	9.8
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	48	356928	13.4
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	15	356928	4.2 (Unreliable)
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	32	356928	9
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	186	356928	52.1
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	25	356928	7
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	1153	356928	323
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	36	356928	10.1
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Malignant neoplasm of prostate	C61	213	356928	59.7
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	69	356928	19.3
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	93	356928	26.1
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	59	356928	16.5
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	72	356928	20.2
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	57	356928	16
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	24	356928	6.7
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	52	356928	14.6
	Illinois	17	2007	2007	65-74 years	65-74	Male	M	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	11	356928	3.1 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Tongue, unspecified - Malignant neoplasms"	C02.9	14	322175	4.3 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	40	322175	12.4
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	61	322175	18.9
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	328	322175	101.8
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Malignant neoplasm of rectosigmoid junction	C19	18	322175	5.6 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Malignant neoplasm of rectum	C20	40	322175	12.4
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Liver cell carcinoma - Malignant neoplasms	C22.0	24	322175	7.4
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	22	322175	6.8
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Liver, unspecified - Malignant neoplasms"	C22.9	33	322175	10.2
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Malignant neoplasm of gallbladder	C23	19	322175	5.9 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Extrahepatic bile duct - Malignant neoplasms	C24.0	11	322175	3.4 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	257	322175	79.8
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Larynx, unspecified - Malignant neoplasms"	C32.9	11	322175	3.4 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	984	322175	305.4
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	30	322175	9.3
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	424	322175	131.6
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	26	322175	8.1
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Endometrium - Malignant neoplasms	C54.1	38	322175	11.8
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	41	322175	12.7
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Malignant neoplasm of ovary	C56	161	322175	50
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	59	322175	18.3
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Bladder, unspecified - Malignant neoplasms"	C67.9	69	322175	21.4
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	53	322175	16.5
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Malignant neoplasm of thyroid gland	C73	13	322175	4.0 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Non-Hodgkin lymphoma, unspecified type"	C85.9	106	322175	32.9
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	84	322175	26.1
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	30	322175	9.3
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	46	322175	14.3
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	20	322175	6.2
	Illinois	17	2007	2007	75-84 years	75-84	Female	F	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	25	322175	7.8
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	127	216546	58.6
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	66	216546	30.5
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	304	216546	140.4
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Malignant neoplasm of rectosigmoid junction	C19	13	216546	6.0 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Malignant neoplasm of rectum	C20	49	216546	22.6
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	42	216546	19.4
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	20	216546	9.2
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	43	216546	19.9
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	184	216546	85
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	32	216546	14.8
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	1108	216546	511.7
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	60	216546	27.7
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	C44.9	11	216546	5.1 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Malignant neoplasm of prostate	C61	518	216546	239.2
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	85	216546	39.3
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	135	216546	62.3
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	40	216546	18.5
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"B-cell lymphoma, unspecified - Malignant neoplasms"	C85.1	11	216546	5.1 (Unreliable)
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	120	216546	55.4
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	91	216546	42
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	31	216546	14.3
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	60	216546	27.7
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	22	216546	10.2
	Illinois	17	2007	2007	75-84 years	75-84	Male	M	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	39	216546	18
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	28	154174	18.2
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	40	154174	25.9
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	318	154174	206.3
	Illinois	17	2007	2007	85+ years	85+	Female	F	Malignant neoplasm of rectosigmoid junction	C19	11	154174	7.1 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	Malignant neoplasm of rectum	C20	37	154174	24
	Illinois	17	2007	2007	85+ years	85+	Female	F	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	12	154174	7.8 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Liver, unspecified - Malignant neoplasms"	C22.9	19	154174	12.3 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	Malignant neoplasm of gallbladder	C23	19	154174	12.3 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	155	154174	100.5
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	359	154174	232.9
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	16	154174	10.4 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	264	154174	171.2
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Vulva, unspecified - Malignant neoplasms"	C51.9	12	154174	7.8 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	12	154174	7.8 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	Endometrium - Malignant neoplasms	C54.1	23	154174	14.9
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	25	154174	16.2
	Illinois	17	2007	2007	85+ years	85+	Female	F	Malignant neoplasm of ovary	C56	95	154174	61.6
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	47	154174	30.5
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Bladder, unspecified - Malignant neoplasms"	C67.9	58	154174	37.6
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	19	154174	12.3 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Non-Hodgkin lymphoma, unspecified type"	C85.9	97	154174	62.9
	Illinois	17	2007	2007	85+ years	85+	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	46	154174	29.8
	Illinois	17	2007	2007	85+ years	85+	Female	F	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	34	154174	22.1
	Illinois	17	2007	2007	85+ years	85+	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	22	154174	14.3
	Illinois	17	2007	2007	85+ years	85+	Female	F	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	12	154174	7.8 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Female	F	"Leukaemia, unspecified - Malignant neoplasms"	C95.9	17	154174	11.0 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	46	65752	70
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	40	65752	60.8
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	153	65752	232.7
	Illinois	17	2007	2007	85+ years	85+	Male	M	Malignant neoplasm of rectum	C20	20	65752	30.4
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	78	65752	118.6
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	14	65752	21.3 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	321	65752	488.2
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	23	65752	35
	Illinois	17	2007	2007	85+ years	85+	Male	M	Malignant neoplasm of prostate	C61	397	65752	603.8
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	29	65752	44.1
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	90	65752	136.9
	Illinois	17	2007	2007	85+ years	85+	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	63	65752	95.8
	Illinois	17	2007	2007	85+ years	85+	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	31	65752	47.1
	Illinois	17	2007	2007	85+ years	85+	Male	M	Chronic lymphocytic leukaemia - Malignant neoplasms	C91.1	33	65752	50.2
	Illinois	17	2007	2007	85+ years	85+	Male	M	Acute myeloid leukaemia - Malignant neoplasms	C92.0	15	65752	22.8 (Unreliable)
	Illinois	17	2007	2007	85+ years	85+	Male	M	Acute leukaemia of unspecified cell type - Malignant neoplasms	C95.0	12	65752	18.3 (Unreliable)
	Illinois	17	2008	2008	25-34 years	25-34	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	11	874834	1.3 (Unreliable)
	Illinois	17	2008	2008	25-34 years	25-34	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	14	882637	1.6 (Unreliable)
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	11	893467	1.2 (Unreliable)
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	25	893467	2.8
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	28	893467	3.1
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	80	893467	9
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	21	893467	2.4
	Illinois	17	2008	2008	35-44 years	35-44	Female	F	Malignant neoplasm of ovary	C56	19	893467	2.1 (Unreliable)
	Illinois	17	2008	2008	35-44 years	35-44	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	29	886495	3.3
	Illinois	17	2008	2008	35-44 years	35-44	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	15	886495	1.7 (Unreliable)
	Illinois	17	2008	2008	35-44 years	35-44	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	29	886495	3.3
	Illinois	17	2008	2008	35-44 years	35-44	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	12	886495	1.4 (Unreliable)
	Illinois	17	2008	2008	35-44 years	35-44	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	14	886495	1.6 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	15	946392	1.6 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Stomach, unspecified - Malignant neoplasms"	C16.9	16	946392	1.7 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Colon, unspecified - Malignant neoplasms"	C18.9	61	946392	6.4
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	Malignant neoplasm of rectum	C20	10	946392	1.1 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Pancreas, unspecified - Malignant neoplasms"	C25.9	56	946392	5.9
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	263	946392	27.8
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	18	946392	1.9 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Breast, unspecified - Malignant neoplasms"	C50.9	293	946392	31
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Cervix uteri, unspecified - Malignant neoplasms"	C53.9	46	946392	4.9
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	Endometrium - Malignant neoplasms	C54.1	13	946392	1.4 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Malignant neoplasm of uterus, part unspecified"	C55	12	946392	1.3 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	Malignant neoplasm of ovary	C56	66	946392	7
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Malignant neoplasm of kidney, except renal pelvis"	C64	20	946392	2.1
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	"Brain, unspecified - Malignant neoplasms"	C71.9	27	946392	2.9
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	Multiple myeloma - Malignant neoplasms	C90.0	13	946392	1.4 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Female	F	Acute myeloid leukaemia - Malignant neoplasms	C92.0	15	946392	1.6 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Pharynx, unspecified - Malignant neoplasms"	C14.0	14	914195	1.5 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Oesophagus, unspecified - Malignant neoplasms"	C15.9	52	914195	5.7
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Cardia - Malignant neoplasms	C16.0	11	914195	1.2 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Stomach, unspecified - Malignant neoplasms"	C16.9	23	914195	2.5
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Colon, unspecified - Malignant neoplasms"	C18.9	73	914195	8
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Malignant neoplasm of rectosigmoid junction	C19	12	914195	1.3 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Malignant neoplasm of rectum	C20	17	914195	1.9 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Liver cell carcinoma - Malignant neoplasms	C22.0	36	914195	3.9
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Intrahepatic bile duct carcinoma - Malignant neoplasms	C22.1	13	914195	1.4 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Liver, unspecified - Malignant neoplasms"	C22.9	30	914195	3.3
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Pancreas, unspecified - Malignant neoplasms"	C25.9	73	914195	8
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Larynx, unspecified - Malignant neoplasms"	C32.9	12	914195	1.3 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Bronchus or lung, unspecified - Malignant neoplasms"	C34.9	325	914195	35.6
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	C43.9	26	914195	2.8
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Malignant neoplasm of prostate	C61	17	914195	1.9 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Malignant neoplasm of kidney, except renal pelvis"	C64	45	914195	4.9
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Bladder, unspecified - Malignant neoplasms"	C67.9	14	914195	1.5 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Brain, unspecified - Malignant neoplasms"	C71.9	50	914195	5.5
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	"Non-Hodgkin lymphoma, unspecified type"	C85.9	18	914195	2.0 (Unreliable)
	Illinois	17	2008	2008	45-54 years	45-54	Male	M	Multiple myeloma - Malignant neoplasms	C90.0	14	914195	1.5 (Unreliable)
